Accession	Main product	Biosynthetic class	Organism
BGC0001423	myxochromide C	Iterative type I polyketide	Myxococcus hansupus
BGC0001941	fulvuthiacene A, fulvuthiacene B	Polyketide	Myxococcus fulvus
BGC0001941	fulvuthiacene A, fulvuthiacene B	NRP	Myxococcus fulvus
BGC0001422	myxochromide A	Cyclic depsipeptide	Myxococcus fulvus HW-1
BGC0001422	myxochromide A	Iterative type I polyketide	Myxococcus fulvus HW-1
BGC0001421	myxochromide B	Cyclic depsipeptide	Myxococcus sp.
BGC0001421	myxochromide B	Iterative type I polyketide	Myxococcus sp.
BGC0001945	chloromyxamide	NRP	Myxococcus sp.
BGC0000351	exochelin	NRP	Mycolicibacterium smegmatis
BGC0000365	glycopeptidolipid	NRP	Mycolicibacterium smegmatis MC2 155
BGC0000363	glycopeptidolipid	NRP	Mycobacteroides chelonae
BGC0000364	glycopeptidolipid	NRP	Mycobacteroides abscessus
BGC0000103	mycolactone B	Polyketide	Mycobacterium ulcerans Agy99
BGC0000870	mycolic acid	Other	Mycobacterium tuberculosis H37Rv
BGC0001021	mycobactin	NRP	Mycobacterium tuberculosis H37Rv
BGC0001021	mycobactin	Polyketide	Mycobacterium tuberculosis H37Rv
BGC0001627	isonitrile lipopeptides	NRP	Mycobacterium tuberculosis H37Rv
BGC0001665	methylated alkyl-resorcinol, methylated acyl-phloroglucinol	Polyketide	Mycobacterium marinum M
BGC0000362	glycopeptidolipid	NRP	Mycobacterium avium
BGC0000769	glycopeptidolipid	Saccharide	Mycobacterium avium subsp. hominissuis A5
BGC0000864	eicosapentaenoic acid-like compound	Other	Moritella marina ATCC 15381
BGC0000043	curacin A	Polyketide	Moorea producens 19L
BGC0000976	curacin A	NRP	Moorea producens 3L
BGC0000976	curacin A	Modular type I polyketide	Moorea producens 3L
BGC0001163	1-heptadecene	Modular type I polyketide	Moorea producens 3L
BGC0001162	1-heptadecene	Modular type I polyketide	Moorea producens JHB
BGC0001560	cryptomaldamide	NRP	Moorea producens JHB
BGC0001560	cryptomaldamide	Polyketide	Moorea producens JHB
BGC0001161	1-heptadecene	Modular type I polyketide	Moorea bouillonii PNG
BGC0001338	citrinin	Iterative type I polyketide	Monascus ruber
BGC0000027	ankaflavin, monascin, rubropunctatine, monascorubrin	Iterative type I polyketide	Monascus pilosus
BGC0000098	monacolin K	Polyketide	Monascus pilosus
BGC0000894	citrinin	Other	Monascus aurantiacus
BGC0001904	fluostatin	Polyketide	Micromonospora rosaria
BGC0001327	rakicidin A, rakicidin B	Cyclic depsipeptide	Micromonospora purpureochromogenes
BGC0001327	rakicidin A, rakicidin B	Modular type I polyketide	Micromonospora purpureochromogenes
BGC0000695	fortimicin	Saccharide	Micromonospora olivasterospora
BGC0000092	megalomicin A, megalomicin B, megalomicin C1, megalomicin C2	Polyketide	Micromonospora megalomicea subsp. nigra
BGC0000714	sisomicin	Saccharide	Micromonospora inyonensis
BGC0000102	mycinamicin II	Polyketide	Micromonospora griseorubida
BGC0000033	calicheamicin	Polyketide	Micromonospora echinospora
BGC0000689	2-deoxystreptamine	Saccharide	Micromonospora echinospora
BGC0000696	gentamicin	Saccharide	Micromonospora echinospora
BGC0001603	gentamicin	Saccharide	Micromonospora echinospora
BGC0001693	nenestatin	Polyketide	Micromonospora echinospora
BGC0001062	TLN-05220	Polyketide	Micromonospora echinospora subsp. challisensis
BGC0001060	dynemicin A	Polyketide	Micromonospora chersina
BGC0000162	tetrocarcin A	Polyketide	Micromonospora chalcea
BGC0001812	tylactone	Polyketide	Micromonospora chalcea subsp. izumensis
BGC0001473	Sch 18640	Thiopeptide	Micromonospora arborensis
BGC0000267	saquayamycin Z	Oligosaccharide	Micromonospora sp. Tu 6368
BGC0000267	saquayamycin Z	Type II polyketide	Micromonospora sp. Tu 6368
BGC0001073	kosinostatin	NRP	Micromonospora sp. TP-A0468
BGC0001073	kosinostatin	Polyketide	Micromonospora sp. TP-A0468
BGC0001330	BE-43547A1, BE-43547A2, BE-43547B1, BE-43547B2, BE-43547B3, BE-43547C1, BE-43547C2	Cyclic depsipeptide	Micromonospora sp. RV43
BGC0001330	BE-43547A1, BE-43547A2, BE-43547B1, BE-43547B2, BE-43547B3, BE-43547C1, BE-43547C2	Modular type I polyketide	Micromonospora sp. RV43
BGC0001303	lobosamide A, lobosamide B, lobosamide C	Polyketide	Micromonospora sp. RL09-050-HVF-A
BGC0000445	thiocoraline	Cyclic depsipeptide	Micromonospora sp. ML1
BGC0000679	diazepinomicin	Terpene	Micromonospora sp. M42
BGC0001328	rakicidin A, rakicidin B	Cyclic depsipeptide	Micromonospora sp. M42
BGC0001328	rakicidin A, rakicidin B	Modular type I polyketide	Micromonospora sp. M42
BGC0001666	microansamycin	Polyketide	Micromonospora sp. HK160111
BGC0001288	maklamicin	Polyketide	Micromonospora sp. GMKU326
BGC0001848	diazaquinomycin H, diazaquinomycin J	Other	Micromonospora sp. B006
BGC0001018	micropeptin K139	NRP	Microcystis aeruginosa K-139
BGC0001018	micropeptin K139	Polyketide	Microcystis aeruginosa K-139
BGC0000593	microviridin J	Microviridin	Microcystis aeruginosa MRC
BGC0000473	microcyclamide	Cyanobactin	Microcystis aeruginosa NIES-298
BGC0000592	microviridin B	Microviridin	Microcystis aeruginosa NIES-298
BGC0001631	kasumigamide	NRP	Microcystis aeruginosa NIES-87
BGC0001631	kasumigamide	Polyketide	Microcystis aeruginosa NIES-87
BGC0001632	kawaguchipeptin A	RiPP	Microcystis aeruginosa NIES-88
BGC0000298	aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C	NRP	Microcystis aeruginosa NIES-98
BGC0001167	piricyclamide	RiPP	Microcystis aeruginosa PCC 7005
BGC0000474	microcyclamide	Cyanobactin	Microcystis aeruginosa PCC 7806
BGC0001017	microcystin LR	NRP	Microcystis aeruginosa PCC 7806
BGC0001017	microcystin LR	Modular type I polyketide	Microcystis aeruginosa PCC 7806
BGC0000483	aeruginosamide B, aeruginosamide C	Cyanobactin	Microcystis aeruginosa PCC 9432
BGC0000332	cyanopeptolin	NRP	Microcystis sp. NIVA-CYA 172/5
BGC0000529	microbisporicin A2	Lanthipeptide	Microbispora corallina
BGC0001653	linfuranone B, linfuranone C	Polyketide	Microbispora sp. GMKU363
BGC0001669	microvionin	RiPP	Microbacterium arborescens
BGC0002004	methanobactin	RiPP	Methylosinus trichosporium OB3b
BGC0001991	toblerol A, toblerol B, toblerol C, toblerol D, toblerol E, toblerol F, toblerol G, toblerol H	Polyketide	Methylorubrum extorquens AM1
BGC0000856	ectoine	Other	Methylophaga thalassica
BGC0000857	ectoine	Other	Methylophaga alcalica
BGC0000855	ectoine	Other	Methylomicrobium kenyense
BGC0000859	ectoine	Other	Methylomicrobium alcaliphilum
BGC0000854	ectoine	Other	Methylomicrobium alcaliphilum 20Z
BGC0001480	tundrenone	Other	Methylobacter tundripaludum 21/22
BGC0000858	ectoine	Other	Methylobacter marinus
BGC0000761	exopolysaccharide	Saccharide	Methylobacillus sp. 12S
BGC0000860	ectoine	Other	Methylarcula marina
BGC0001554	coenzyme F430	Other	Methanosarcina barkeri str. Fusaro
BGC0001240	serinocyclin A, serinocyclin B	NRP	Metarhizium robertsii
BGC0000337	destruxin A	NRP	Metarhizium robertsii ARSEF 23
BGC0001026	NG-391	NRP	Metarhizium anisopliae
BGC0001026	NG-391	Polyketide	Metarhizium anisopliae
BGC0001009	melithiazol A	NRP	Melittangium lichenicola
BGC0001009	melithiazol A	Polyketide	Melittangium lichenicola
BGC0001010	melithiazol A	NRP	Melittangium lichenicola
BGC0001010	melithiazol A	Modular type I polyketide	Melittangium lichenicola
BGC0001465	bromopyrroles/bromophenols	Other	Marinomonas mediterranea MMB-1
BGC0000391	methylpendolmycin, pendolmycin	NRP	Marinactinospora thermotolerans
BGC0001137	marinacarboline A, marinacarboline B, marinacarboline C, marinacarboline D	Alkaloid	Marinactinospora thermotolerans
BGC0001138	a201a	Nucleoside	Marinactinospora thermotolerans
BGC0001660	mathermycin	RiPP	Marinactinospora thermotolerans
BGC0000736	capsular polysaccharide	Saccharide	Mannheimia haemolytica
BGC0001318	linamarin, lotaustralin	Other	Manihot esculenta
BGC0000816	malbrancheamide A	NRP	Malbranchea aurantiaca
BGC0000816	malbrancheamide A	Alkaloid	Malbranchea aurantiaca
BGC0000607	micrococcin P1	Thiopeptide	Macrococcus caseolyticus
BGC0000461	WAP-8294A2	NRP	Lysobacter enzymogenes
BGC0000999	heat-stable antifungal factor	NRP	Lysobacter enzymogenes
BGC0000999	heat-stable antifungal factor	Polyketide	Lysobacter enzymogenes
BGC0001650	Le-pyrrolopyrazines	NRP	Lysobacter enzymogenes
BGC0001657	lysocin	NRP	Lysobacter sp. RH2180-5
BGC0000385	lysobactin	NRP	Lysobacter sp. ATCC 53042
BGC0000384	lyngbyatoxin	NRP	Lyngbya majuscula
BGC0000962	barbamide	NRP	Lyngbya majuscula
BGC0000962	barbamide	Modular type I polyketide	Lyngbya majuscula
BGC0001000	hectochlorin	Lipopeptide	Lyngbya majuscula
BGC0001000	hectochlorin	Modular type I polyketide	Lyngbya majuscula
BGC0001001	jamaicamide A, jamaicamide B, jamaicamide C	NRP	Lyngbya majuscula
BGC0001001	jamaicamide A, jamaicamide B, jamaicamide C	Polyketide	Lyngbya majuscula
BGC0001165	curacin A	NRP	Lyngbya majuscula
BGC0001165	curacin A	Modular type I polyketide	Lyngbya majuscula
BGC0001316	linamarin, lotaustralin	Other	Lotus japonicus
BGC0001317	lupeol	Terpene	Lotus japonicus
BGC0001171	listeriolysin S	LAP	Listeria monocytogenes serotype 4b str. F2365
BGC0001864	listeriocytocin	Glycocin	Listeria monocytogenes SLCC2540
BGC0000493	leucocyclicin Q	Head-to-tail cyclized peptide	Leuconostoc mesenteroides
BGC0001044	sirodesmin PL	NRP	Leptosphaeria maculans
BGC0001044	sirodesmin PL	Polyketide	Leptosphaeria maculans
BGC0001899	abscisic acid	Polyketide	Leptosphaeria maculans JN3
BGC0001837	leptolyngbyalide	Polyketide	Leptolyngbya sp. PCC 7375
BGC0001350	phormidolide	Polyketide	Leptolyngbya sp. ISBN3-Nov-94-8
BGC0000775	lipopolysaccharide	Saccharide	Legionella pneumophila
BGC0000180	legioliulin	Trans-AT type I polyketide	Legionella parisiensis
BGC0000821	rebeccamycin	Aminocoumarin	Lechevalieria aerocolonigenes
BGC0000822	rebeccamycin	Alkaloid	Lechevalieria aerocolonigenes
BGC0000823	rebeccamycin	Alkaloid	Lechevalieria aerocolonigenes
BGC0001245	lasiodiplodin	Polyketide	Lasiodiplodia theobromae
BGC0000520	lacticin 3147 A1, lacticin 3147 A2	Lanthipeptide	Lactococcus lactis
BGC0000522	lacticin Z	Lanthipeptide	Lactococcus lactis
BGC0000536	nisin Q	Lanthipeptide	Lactococcus lactis
BGC0000538	nisin Z	Lanthipeptide	Lactococcus lactis
BGC0000620	lacticin Q	RiPP	Lactococcus lactis
BGC0000764	exopolysaccharide	Saccharide	Lactococcus lactis
BGC0000521	lacticin 481	Lanthipeptide	Lactococcus lactis subsp. lactis
BGC0000535	nisin A	Lanthipeptide	Lactococcus lactis subsp. lactis
BGC0000490	garvicin ML	Head-to-tail cyclized peptide	Lactococcus garvieae DCC43
BGC0000492	lactocyclicin Q	Head-to-tail cyclized peptide	Lactococcus sp. QU 12
BGC0000624	salivaricin CRL1328 α peptide, salivaricin CRL1328 β peptide	RiPP	Lactobacillus salivarius
BGC0000523	lactocin S	Lanthipeptide	Lactobacillus sakei
BGC0000803	GG exopolysaccharide	Saccharide	Lactobacillus rhamnosus GG
BGC0000484	glycocin F	Head-to-tail cyclized peptide	Lactobacillus plantarum
BGC0000623	plantaricin W α, plantaricin W β	RiPP	Lactobacillus plantarum
BGC0001743	plantaricyclin	RiPP	Lactobacillus plantarum
BGC0001894	heteropolysaccharide (HePS)	Saccharide	Lactobacillus plantarum
BGC0000895	citrulline	Other	Lactobacillus plantarum subsp. plantarum
BGC0000628	lactocillin	Thiopeptide	Lactobacillus paragasseri JV-V03
BGC0000765	exopolysaccharide	Saccharide	Lactobacillus johnsonii
BGC0000766	exopolysaccharide	Saccharide	Lactobacillus johnsonii
BGC0000767	exopolysaccharide	Saccharide	Lactobacillus johnsonii
BGC0000491	gassericin A	Head-to-tail cyclized peptide	Lactobacillus gasseri
BGC0000619	gassericin T	RiPP	Lactobacillus gasseri
BGC0001388	gassericin E	RiPP	Lactobacillus gasseri
BGC0001601	gassericin-S	RiPP	Lactobacillus gasseri
BGC0001602	gassericin-T	RiPP	Lactobacillus gasseri
BGC0000485	acidocin B	Head-to-tail cyclized peptide	Lactobacillus acidophilus
BGC0001222	acidocin B	RiPP	Lactobacillus acidophilus
BGC0000002	aculeximycin	Polyketide	Kutzneria albida DSM 43870
BGC0000378	kutzneride 2	NRP	Kutzneria sp. 744
BGC0000562	variacin	Lanthipeptide	Kocuria varians
BGC0001640	kocurin	RiPP	Kocuria rosea
BGC0001989	pulcherrimin	Other	Kluyveromyces lactis
BGC0001684	N-acyloxyacyl glutamine	Other	Klebsiella variicola
BGC0000729	capsular polysaccharide	Saccharide	Klebsiella pneumoniae
BGC0000730	capsular polysaccharide	Saccharide	Klebsiella pneumoniae
BGC0000731	capsular polysaccharide	Saccharide	Klebsiella pneumoniae
BGC0000733	capsular polysaccharide	Saccharide	Klebsiella pneumoniae
BGC0001639	klebsidin	RiPP	Klebsiella pneumoniae
BGC0000586	microcin E492	Microcin	Klebsiella pneumoniae RYC492
BGC0000728	capsular polysaccharide	Saccharide	Klebsiella pneumoniae subsp. ozaenae
BGC0001638	klebsazolicin	RiPP	Klebsiella pneumoniae subsp. ozaenae
BGC0000446	tilivalline, 9-deoxy tilivalline, dihydroxy tilivalline, dehydro tilivalline, dihydroxy-dehydro tilivalline	Pyrrolobenzodiazepine	Klebsiella oxytoca
BGC0001637	kleboxymycin	NRP	Klebsiella oxytoca
BGC0001805	tilivalline	NRP	Klebsiella oxytoca
BGC0002031	kitasetaline	Alkaloid	Kitasatospora setae KM-6054
BGC0001662	mediomycin A	Polyketide	Kitasatospora mediocidica
BGC0001932	mediomiycin A	Polyketide	Kitasatospora mediocidica
BGC0001440	cystargolide A, cystargolide B	Other	Kitasatospora cystarginea
BGC0000209	chlortetracycline	Polyketide	Kitasatospora aureofaciens
BGC0001003	α-lipomycin	Lipopeptide	Kitasatospora aureofaciens
BGC0001003	α-lipomycin	Modular type I polyketide	Kitasatospora aureofaciens
BGC0001003	α-lipomycin	Hybrid/tailoring saccharide	Kitasatospora aureofaciens
BGC0001983	triacsins	Other	Kitasatospora aureofaciens
BGC0000051	ebelactone A, ebelactone B	Polyketide	Kitasatospora aburaviensis
BGC0001580	ebelactone	Polyketide	Kitasatospora aburaviensis
BGC0000934	5-acetyl-5,10-dihydrophenazine-1-carboxylic acid, 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid, endophenazine A1, endophenazine F, endophenazine G	Phenazine	Kitasatospora sp. HKI 714
BGC0002057	pateamine	Trans-AT type I polyketide	Kiritimatiellaeota bacterium
BGC0000202	azicemicin B	Polyketide	Kibdelosporangium sp. MJ126-NF4
BGC0001628	JBIR-78, JBIR-95	NRP	Kibdelosporangium sp. AK-AA56
BGC0001383	macrolactin H, macrolactin B, macrolactin 1c, macrolactin E	Polyketide	Jeotgalibacillus marinus
BGC0001127	jagaricin	NRP	Janthinobacterium agaricidamnosum
BGC0001231	microsclerodermin	NRP	Jahnella sp. MSr9139
BGC0001231	microsclerodermin	Modular type I polyketide	Jahnella sp. MSr9139
BGC0002025	thaxteramide C	NRP	Jahnella sp. MSr9139
BGC0002026	thaxteramide A1, thaxteramide A2, thaxteramide B1, thaxteramide B2	NRP	Jahnella sp. MSr9139
BGC0001706	nodulisporic acid F	Terpene	Hypoxylon pulicicidum
BGC0001936	nodulisporic acid F	Terpene	Hypoxylon pulicicidum
BGC0000076	hypothemycin	Polyketide	Hypomyces subiculosus
BGC0000077	hypothemycin	Polyketide	Hypomyces subiculosus
BGC0001248	clavaric acid	Terpene	Hypholoma sublateritium
BGC0001418	myxochromide D	Cyclic depsipeptide	Hyalangium minutum
BGC0001418	myxochromide D	Iterative type I polyketide	Hyalangium minutum
BGC0001419	myxochromide D	Cyclic depsipeptide	Hyalangium minutum
BGC0001419	myxochromide D	Iterative type I polyketide	Hyalangium minutum
BGC0001420	myxochromide D	Cyclic depsipeptide	Hyalangium minutum
BGC0001420	myxochromide D	Iterative type I polyketide	Hyalangium minutum
BGC0001615	hexose-palythine-serine, hexose-shinorine	NRP	Heteroscytonema crispum UCFS10
BGC0001198	(+)-O-methylkolavelool	Terpene	Herpetosiphon aurantiacus DSM 785
BGC0001521	auriculamide	NRP	Herpetosiphon aurantiacus DSM 785
BGC0001780	siphonazole	NRP	Herpetosiphon sp. B060
BGC0000424	serobactin C, serobactin B, serobactin A	NRP siderophore	Herbaspirillum seropedicae SmR1
BGC0000906	heme D1	Other	Heliophilum fasciatum
BGC0000905	heme D1	Other	Heliobacillus mobilis
BGC0000668	12-epi-hapalindole C isonitrile, 12-epi-hapalindole E, 12-epi-fischerindole U isonitrile, fischerindole L, 12-epi-fischerindole I isonitrile, welwitindolinone A isonitrile, welwitindolinone B isothiocyanate, welwitindolinone C isothiocyanate, N-methylwelwitindolinone C isothiocyanate, N-methylwelwitinsolinone C isonitrile, 3-epi-welwitindolinone B isothiocyanate, 3-(Z-2'-isocyanoethenyl)-indole	Terpene	Hapalosiphon welwitschii UTEX B 1830
BGC0000668	12-epi-hapalindole C isonitrile, 12-epi-hapalindole E, 12-epi-fischerindole U isonitrile, fischerindole L, 12-epi-fischerindole I isonitrile, welwitindolinone A isonitrile, welwitindolinone B isothiocyanate, welwitindolinone C isothiocyanate, N-methylwelwitindolinone C isothiocyanate, N-methylwelwitinsolinone C isonitrile, 3-epi-welwitindolinone B isothiocyanate, 3-(Z-2'-isocyanoethenyl)-indole	Alkaloid	Hapalosiphon welwitschii UTEX B 1830
BGC0000645	carotenoid	Terpene	Halobacillus halophilus DSM 2266
BGC0001367	haliamide	NRP	Haliangium ochraceum DSM 14365
BGC0001367	haliamide	Polyketide	Haliangium ochraceum DSM 14365
BGC0001543	chejuenolide A, chejuenolide B	Polyketide	Hahella chejuensis
BGC0000260	prodigiosin	Polyketide	Hahella chejuensis KCTC 2396
BGC0001644	lacunalides	Polyketide	Gynuella sunshinyii YC6258
BGC0001791	sunshinamide	NRP	Gynuella sunshinyii YC6258
BGC0001835	gynuellalide	Polyketide	Gynuella sunshinyii YC6258
BGC0001836	tartrolon D, tartrolon F, tartrolon G	Trans-AT type I polyketide	Gynuella sunshinyii YC6258
BGC0000939	aerobactin	Other	Grimontia hollisae
BGC0000346	epoxomicin	NRP	Goodfellowiella coeruleoviolacea
BGC0000346	epoxomicin	Modular type I polyketide	Goodfellowiella coeruleoviolacea
BGC0000806	phosphonoglycans	Saccharide	Glycomyces sp. NRRL B-16210
BGC0001820	verticillin	NRP	Gliocladium sp.
BGC0001187	xenolozoyenone	Lipopeptide	Glarea lozoyensis
BGC0001187	xenolozoyenone	Iterative type I polyketide	Glarea lozoyensis
BGC0001258	1,3,6,8-tetrahydroxynaphthalene	Polyketide	Glarea lozoyensis
BGC0001275	6-methylsalicyclic acid	Polyketide	Glarea lozoyensis
BGC0001035	pneumocandin B0, pneumocandin A0	Polyketide	Glarea lozoyensis ATCC 20868
BGC0001035	pneumocandin B0, pneumocandin A0	NRP	Glarea lozoyensis ATCC 20868
BGC0001035	pneumocandin B0, pneumocandin A0	Aminocoumarin	Glarea lozoyensis ATCC 20868
BGC0000516	geobacillin II	Lanthipeptide	Geobacillus thermodenitrificans
BGC0000515	geobacillin I	Lanthipeptide	Geobacillus thermodenitrificans NG80-2
BGC0000794	S-layer glycan	Saccharide	Geobacillus stearothermophilus
BGC0001527	basidioferrin	Other	Gelatoporia subvermispora
BGC0000062	fumonisin B1	Polyketide	Fusarium verticillioides
BGC0000064	fusarin	Polyketide	Fusarium verticillioides
BGC0001190	fusaric acid	Polyketide	Fusarium verticillioides 7600
BGC0001278	nivalenol, deoxynivalenol, 3-acetyldeoxynivalenol, 15-acetyldeoxynivalenol, neosolaniol, calonectrin, apotrichodiol, isotrichotriol, 15-decalonectrin, T-2 toxin, 3-acetyl T-2 toxin, trichodiene	Terpene	Fusarium sporotrichioides
BGC0000063	fumonisin	Polyketide	Fusarium oxysporum
BGC0000304	apicidin	NRP	Fusarium incarnatum
BGC0000992	fusaridione A	NRP	Fusarium heterosporum
BGC0000992	fusaridione A	Polyketide	Fusarium heterosporum
BGC0001255	equisetin	NRP	Fusarium heterosporum
BGC0001255	equisetin	Polyketide	Fusarium heterosporum
BGC0000930	deoxynivalenol	Other	Fusarium graminearum
BGC0001057	zearalenone	NRP	Fusarium graminearum
BGC0001057	zearalenone	Polyketide	Fusarium graminearum
BGC0001277	nivalenol, vomitoxin, 3-acetyldeoxynivalenol, 15-acetyldeoxynivalenol, neosolaniol, calonectrin, apotrichodiol, isotrichotriol, 15-deacetylcalonectrin, T-2 toxin, 3-acetyl T-2 toxin, trichodiene	Terpene	Fusarium graminearum
BGC0001600	fusarielin H	Polyketide	Fusarium graminearum
BGC0001545	chrysogine	NRP	Fusarium graminearum PH-1
BGC0000030	bikaverin	Polyketide	Fusarium fujikuroi IMI 58289
BGC0001242	oxyjavanicin	Polyketide	Fusarium fujikuroi
BGC0001268	fusarin	NRP	Fusarium fujikuroi
BGC0001268	fusarin	Polyketide	Fusarium fujikuroi
BGC0001604	gibberellin	Terpene	Fusarium fujikuroi
BGC0001305	fujikurin A, fujikurin B, fujikurin C, fujikurin D	Polyketide	Fusarium fujikuroi IMI 58289
BGC0001481	α-acorenol	Terpene	Fusarium fujikuroi IMI 58289
BGC0001606	gibepyrone-A	Polyketide	Fusarium fujikuroi IMI 58289
BGC0001642	koraiol	Terpene	Fusarium fujikuroi IMI 58289
BGC0000342	enniatin	NRP	Fusarium equiseti
BGC0001659	mangicol A	Terpene	Fusarium equiseti
BGC0001811	trichodiene-11-one	Terpene	Fusarium asiaticum
BGC0001913	phomoidride	Polyketide	fungal sp. ATCC 74256
BGC0001197	frankiamicin	Polyketide	Frankia sp. EAN1pec
BGC0000838	flexirubin	Polyketide	Flavobacterium johnsoniae UW101
BGC0001594	fischerindole L	Alkaloid	Fischerella muscicola UTEX 1829
BGC0001126	12-epi-hapalindole J isonitrile, ambiguine A isonitrile, ambiguine B isonitrile, ambiguine C isonitrile, ambiguine D isonitrile, ambiguine E isonitrile, ambiguine K isonitrile, ambiguine L isonitrile, ambiguine I isonitrile, ambiguine J isonitrile	Terpene	Fischerella ambigua UTEX 1903
BGC0001126	12-epi-hapalindole J isonitrile, ambiguine A isonitrile, ambiguine B isonitrile, ambiguine C isonitrile, ambiguine D isonitrile, ambiguine E isonitrile, ambiguine K isonitrile, ambiguine L isonitrile, ambiguine I isonitrile, ambiguine J isonitrile	Alkaloid	Fischerella ambigua UTEX 1903
BGC0001612	ambiguine H isonitrile	Alkaloid	Fischerella ambigua UTEX 1903
BGC0001501	ambiguine P	Alkaloid	Fischerella sp. TAU
BGC0001595	fischerindole	Alkaloid	Fischerella sp. SAG 46.79
BGC0001467	hapalosin	Cyclic depsipeptide	Fischerella sp. PCC 9431
BGC0001467	hapalosin	Modular type I polyketide	Fischerella sp. PCC 9431
BGC0001884	aranazole A, aranazole B, aranazole C, aranazole D	NRP	Fischerella sp. PCC 9339
BGC0001884	aranazole A, aranazole B, aranazole C, aranazole D	Polyketide	Fischerella sp. PCC 9339
BGC0001667	microcystin-LR, microcystin-FR, microcystin-LA, microcystin-LAba, microcystin-LM, microcystin-LV, microcystin-LL	NRP	Fischerella sp. CENA161
BGC0001667	microcystin-LR, microcystin-FR, microcystin-LA, microcystin-LAba, microcystin-LM, microcystin-LV, microcystin-LL	Polyketide	Fischerella sp. CENA161
BGC0001583	emodin	Polyketide	Escovopsis weberi
BGC0001585	melinacidin IV	Alkaloid	Escovopsis weberi
BGC0001777	shearinine D	Terpene	Escovopsis weberi
BGC0000568	microcin B17	LAP	Escherichia coli
BGC0000581	microcin J25	Linaridin	Escherichia coli
BGC0000584	colicin V	Microcin	Escherichia coli
BGC0000585	microcin C7	Microcin	Escherichia coli
BGC0000587	microcin H47	Microcin	Escherichia coli
BGC0000588	microcin L	Microcin	Escherichia coli
BGC0000590	microcin N	Microviridin	Escherichia coli
BGC0000621	linaclotide	RiPP	Escherichia coli
BGC0000749	capsular polysaccharide	Saccharide	Escherichia coli
BGC0000773	lipopolysaccharide	Saccharide	Escherichia coli
BGC0000776	lipopolysaccharide	Saccharide	Escherichia coli
BGC0000777	lipopolysaccharide	Saccharide	Escherichia coli
BGC0000787	O-antigen	Saccharide	Escherichia coli
BGC0000789	O-antigen	Saccharide	Escherichia coli
BGC0000790	O-antigen	Saccharide	Escherichia coli
BGC0000799	colanic acid	Saccharide	Escherichia coli
BGC0000972	N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide	NRP	Escherichia coli
BGC0000972	N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide	Modular type I polyketide	Escherichia coli
BGC0000972	N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide	Trans-AT type I polyketide	Escherichia coli
BGC0001055	yersiniabactin	NRP	Escherichia coli
BGC0001055	yersiniabactin	Polyketide	Escherichia coli
BGC0000836	APE Ec	Other	Escherichia coli CFT073
BGC0001555	colicin V	RiPP	Escherichia coli chi7122
BGC0000589	microcin M	Microcin	Escherichia coli Nissle 1917
BGC0001992	thioguanine	Other	Erwinia amylovora CFBP1430
BGC0000815	loline	Alkaloid	Epichloe uncinata
BGC0001250	epichloenin A	NRP	Epichloe festucae
BGC0001251	epichloenin A	NRP	Epichloe festucae
BGC0000348	ergovaline	NRP	Epichloe festucae var. lolii
BGC0001291	enterocin NKR-5-3B	RiPP	Enterococcus faecium
BGC0000618	enterocin A	RiPP	Enterococcus faecium DO
BGC0000489	enterocin AS-48	Head-to-tail cyclized peptide	Enterococcus faecalis
BGC0000505	enterocin W α, enterocin W β	Lanthipeptide	Enterococcus faecalis
BGC0000792	polysaccharide	Saccharide	Enterococcus faecalis OG1RF
BGC0000639	carotenoid	Terpene	Enterobacteriaceae bacterium DC260
BGC0000640	carotenoid	Terpene	Enterobacteriaceae bacterium DC404
BGC0000642	carotenoid	Terpene	Enterobacteriaceae bacterium DC413
BGC0000641	carotenoid	Terpene	Enterobacteriaceae bacterium DC416
BGC0000913	MK-8	Other	Enterobacter cloacae
BGC0001207	teixobactin	NRP	Eleftheria terrae
BGC0000786	O-antigen	Saccharide	Edwardsiella ictaluri 93-146
BGC0000867	polyhydroxyalkanoic acids	Other	Ectothiorhodospira shaposhnikovii
BGC0000831	violacein	Alkaloid	Duganella sp. B2
BGC0000048	dothistromin	Polyketide	Dothistroma septosporum
BGC0000887	saxitoxin, gonyautoxin 2, gonyautoxin 3, toxin C2, toxin C3, gonyautoxin 5, decarbamoylsaxitoxin, decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3	Alkaloid	Dolichospermum circinale AWQC131C
BGC0001974	kainic acid	Other	Digenea simplex
BGC0000644	carotenoid	Terpene	Dietzia sp. CQ4
BGC0000687	phyllocladan-16α-ol	Terpene	Diaporthe amygdali
BGC0000688	copalyl diphosphate	Terpene	Diaporthe amygdali
BGC0000984	delftibactin A, delftibactin B	NRP	Delftia acidovorans SPH-1
